label,message,length,processed_message,token_count
ham,"I've got  &lt;#&gt; , any way I could pick up?",46,"['got', 'lt', 'gt', 'way', 'could', 'pick']",6
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,156,"['today', 'accept', 'day', 'u', 'accept', 'brother', 'sister', 'lover', 'lvblefrnd', 'jstfrnd', 'cutefrnd', 'lifpartnr', 'belovd', 'swtheart', 'bstfrnd', 'rply', 'mean', 'enemy']",18
ham,645,3,[],0
ham,Wat r u doing now?,18,"['wat', 'r', 'u']",3
ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,140,"['someone', 'smoke', 'every', 'time', 'smoked', 'last', 'two', 'week', 'calling', 'texting', 'wanted', 'smoke']",12
ham,"4 tacos + 1 rajas burrito, right?",33,"['taco', 'raja', 'burrito', 'right']",4
ham,I was about to do it when i texted. I finished a long time ago and showered and er'ything!,90,"['texted', 'finished', 'long', 'time', 'ago', 'showered']",6
ham,Great! I have to run now so ttyl!,33,"['great', 'run', 'ttyl']",3
spam,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,129,"['free', 'tone', 'hope', 'enjoyed', 'new', 'content', 'text', 'stop', 'unsubscribe', 'provided']",10
ham,She.s find. I sent you an offline message to know how anjola's now.,67,"['find', 'sent', 'offline', 'message', 'know', 'anjola']",6
ham,"Okey dokey, i‘ll be over in a bit just sorting some stuff out.",62,"['okey', 'dokey', 'bit', 'sorting', 'stuff']",5
ham,"Looks like you found something to do other than smoke, great job!",65,"['look', 'like', 'found', 'something', 'smoke', 'great', 'job']",7
ham,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with,91,"['safe', 'trip', 'nigeria', 'wish', 'happiness', 'soon', 'company', 'share', 'moment']",9
ham,"Sorry, I'll call later",22,"['sorry', 'call', 'later']",3
ham,Yes there were many sweets,26,"['yes', 'many', 'sweet']",3
ham,Then dun wear jeans lor...,26,"['dun', 'wear', 'jean', 'lor']",4
spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",126,"['ur', 'chance', 'win', 'wkly', 'shopping', 'spree', 'txt', 'shop', 'c', 'custcare']",10
ham,"Yes..but they said its IT.,",27,"['yes', 'said']",2
ham,Not a drop in the tank,22,"['drop', 'tank']",2
ham,Ok pa. Nothing problem:-),25,"['ok', 'pa', 'nothing', 'problem']",4
ham,"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",159,"['cool', 'ta', 'luv', 'cause', 'doin', 'load', 'planning', 'wk', 'got', 'social', 'service', 'inspection', 'nursery', 'take', 'care', 'spk', 'sn', 'x']",18
ham,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",111,"['dunno', 'dad', 'said', 'coming', 'home', 'bring', 'u', 'lunch', 'yup', 'go', 'w', 'u', 'lor', 'call', 'u', 'reach', 'school', 'lor']",18
ham,Excellent! Are you ready to moan and scream in ecstasy?,55,"['excellent', 'ready', 'moan', 'scream', 'ecstasy']",5
ham,I'm home...,11,['home'],1
ham,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,130,"['girl', 'stay', 'bed', 'girl', 'need', 'recovery', 'time', 'id', 'rather', 'pas', 'fun', 'cooped', 'bed']",13
ham,So u wan 2 come for our dinner tonight a not?,45,"['u', 'wan', 'come', 'dinner', 'tonight']",5
ham,"It's ok, at least armand's still around",39,"['ok', 'least', 'armand', 'still', 'around']",5
ham,Oh yeah I forgot. U can only take 2 out shopping at once.,57,"['oh', 'yeah', 'forgot', 'u', 'take', 'shopping']",6
ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,130,"['actually', 'first', 'time', 'went', 'bed', 'long', 'spoke', 'woke', 'night']",9
ham,Jus finished avatar nigro,25,"['jus', 'finished', 'avatar', 'nigro']",4
ham,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,114,"['btw', 'regarding', 'really', 'try', 'see', 'anyone', 'else', 'guy', 'commit', 'random', 'dude']",11
ham,"Are you being good, baby? :)",28,"['good', 'baby']",2
ham,S.this will increase the chance of winning.,43,"['increase', 'chance', 'winning']",3
ham,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",173,"['also', 'sir', 'sent', 'email', 'log', 'usc', 'payment', 'portal', 'send', 'another', 'message', 'explain', 'thing', 'back', 'home', 'great', 'weekend']",17
ham,Yeah but which is worse for i,29,"['yeah', 'worse']",2
ham,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,86,"['hmm', 'uncle', 'informed', 'paying', 'school', 'directly', 'pls', 'buy', 'food']",9
ham,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,180,"['school', 'starting', 'stay', 'weather', 'like', 'food', 'social', 'support', 'system', 'like', 'friend', 'school', 'thing', 'important']",14
ham,Gud ni8.swt drms.take care,26,"['gud', 'care']",2
spam,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for £3/wk,157,"['free', 'ringtone', 'reply', 'real', 'poly', 'eg', 'pushbutton', 'dontcha', 'babygoodbye', 'golddigger', 'webeburnin', 'tone', 'free', 'u', 'join']",15
ham,Did you try making another butt.,32,"['try', 'making', 'another', 'butt']",4
spam,URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50,142,"['urgent', 'attempt', 'contact', 'u', 'u']",5
ham,Hope you are having a great day.,32,"['hope', 'great', 'day']",3
ham,My birthday is on feb  &lt;#&gt;  da. .,39,"['birthday', 'feb', 'lt', 'gt', 'da']",5
ham,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,101,"['reason', 'spoken', 'year', 'anyways', 'great', 'week', 'best', 'exam']",8
ham,Lol no. U can trust me.,23,"['lol', 'u', 'trust']",3
ham,No she didnt. I will search online and let you know.,52,"['didnt', 'search', 'online', 'let', 'know']",5
ham,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,155,"['hello', 'saturday', 'go', 'texting', 'see', 'decided', 'anything', 'tomo', 'trying', 'invite', 'anything']",11
ham,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love,131,"['back', 'bit', 'long', 'co', 'accident', 'divert', 'via', 'brilliant', 'weekend', 'thanks', 'speak', 'soon', 'lot', 'love']",14
spam,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,125,"['ur', 'balance', 'ur', 'next', 'question', 'sang', 'girl', 'answer', 'txt', 'ur', 'answer', 'good', 'luck']",13
ham,Cuz ibored. And don wanna study,31,"['cuz', 'ibored', 'wan', 'na', 'study']",5
ham,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,87,"['real', 'tho', 'suck', 'ca', 'even', 'cook', 'whole', 'electricity', 'hungry']",9
ham,"Aight, tomorrow around  &lt;#&gt;  it is",40,"['aight', 'tomorrow', 'around', 'lt', 'gt']",5
spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",158,"['free', 'ringtone', 'waiting', 'collected', 'simply', 'text', 'password', 'mix', 'verify', 'get', 'usher', 'britney', 'fml', 'po', 'box']",15
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",166,"['murderer', 'coz', 'man', 'murdered', 'lt', 'gt', 'th', 'january', 'public', 'holiday', 'closed', 'including', 'post', 'office', 'understand']",15
ham,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",92,"['cool', 'let', 'know', 'kick', 'around', 'lt', 'gt', 'day']",8
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",152,"['bit', 'ur', 'smile', 'hppnss', 'drop', 'ur', 'tear', 'sorrow', 'part', 'ur', 'heart', 'life', 'heart', 'like', 'mine', 'wil', 'care', 'u', 'forevr', 'goodfriend']",20
ham,Can ü call me at 10:10 to make sure dat i've woken up...,56,"['ü', 'call', 'make', 'sure', 'dat', 'woken']",6
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,136,"['opinion', 'jada', 'kusruthi', 'lovable', 'silent', 'spl', 'character', 'matured', 'stylish', 'simple', 'pls', 'reply']",12
ham,"Aight, I'm chillin in a friend's room so text me when you're on the way",71,"['aight', 'chillin', 'friend', 'room', 'text', 'way']",6
spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL,159,"['back', 'work', 'half', 'term', 'u', 'c', 'sexy', 'passion', 'go', 'back', 'chat', 'luv', 'dena', 'call']",14
ham,Once free call me sir. I am waiting for you.,44,"['free', 'call', 'sir', 'waiting']",4
ham,From tomorrow onwards eve 6 to 3 work.,38,"['tomorrow', 'onwards', 'eve', 'work']",4
ham,I accidentally deleted the message. Resend please.,50,"['accidentally', 'deleted', 'message', 'resend', 'please']",5
ham,Good. Good job. I like entrepreneurs,36,"['good', 'good', 'job', 'like', 'entrepreneur']",5
ham,I'm hungry buy smth home...,27,"['hungry', 'buy', 'smth', 'home']",4
ham,On the road so cant txt,23,"['road', 'cant', 'txt']",3
ham,U calling me right? Call my hand phone...,41,"['u', 'calling', 'right', 'call', 'hand', 'phone']",6
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",329,"['know', 'thinkin', 'malaria', 'relax', 'child', 'cant', 'handle', 'malaria', 'would', 'worse', 'gastroenteritis', 'take', 'enough', 'replace', 'loss', 'temp', 'reduce', 'give', 'malaria', 'med', 'vomit', 'self', 'limiting', 'illness', 'mean', 'day', 'completely', 'stop']",28
ham,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",131,"['ok', 'thats', 'cool', 'either', 'raglan', 'rd', 'edward', 'rd', 'behind', 'cricket', 'ground', 'gim', 'ring', 'ur', 'closeby', 'see', 'tuesday']",17
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",444,"['solve', 'case', 'man', 'found', 'murdered', 'lt', 'decimal', 'gt', 'lt', 'gt', 'afternoon', 'wife', 'called', 'police', 'police', 'questioned', 'everyone', 'wife', 'sir', 'sleeping', 'murder', 'took', 'place', 'cooking', 'picking', 'vegetable', 'went', 'post', 'office', 'went', 'play', 'went', 'marriage', 'police', 'arrested', 'murderer', 'immediately', 'reply', 'reason', 'u', 'r', 'brilliant']",42
ham,Nobody names their penis a girls name this story doesn't add up at all,70,"['nobody', 'name', 'penis', 'girl', 'name', 'story', 'add']",7
ham,Those ducking chinchillas,25,"['ducking', 'chinchilla']",2
ham,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,76,"['want', 'send', 'something', 'sell', 'fast', 'lt', 'gt', 'k', 'easy', 'money']",10
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,95,"['also', 'thk', 'fast', 'xy', 'suggest', 'one', 'u', 'dun', 'wan', 'ok', 'going', 'rain', 'leh', 'got', 'gd']",15
ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,96,"['ok', 'wif', 'co', 'like', 'try', 'new', 'thing', 'scared', 'u', 'dun', 'like', 'mah', 'co', 'u', 'said', 'loud']",16
ham,K.:)you are the only girl waiting in reception ah?,50,"['girl', 'waiting', 'reception', 'ah']",4
ham,It means u could not keep ur words.,35,"['mean', 'u', 'could', 'keep', 'ur', 'word']",6
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",128,"['naughty', 'little', 'thought', 'better', 'flirt', 'flirt', 'n', 'flirt', 'rather', 'loving', 'someone', 'n', 'gettin', 'hurt', 'hurt', 'n', 'hurt', 'gud', 'nyt']",19
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,157,"['hiya', 'comin', 'bristol', 'st', 'week', 'april', 'le', 'got', 'rudi', 'new', 'yr', 'eve', 'drunk', 'u', 'bak', 'college', 'yet', 'work', 'sends', 'ink', 'bath']",21
ham,Yar but they say got some error.,32,"['yar', 'say', 'got', 'error']",4
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,136,"['opinion', 'jada', 'kusruthi', 'lovable', 'silent', 'spl', 'character', 'matured', 'stylish', 'simple', 'pls', 'reply']",12
spam,"accordingly. I repeat, just text the word ok on your mobile phone and send",74,"['accordingly', 'repeat', 'text', 'word', 'ok', 'mobile', 'phone', 'send']",8
ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",120,"['sorry', 'man', 'account', 'dry', 'would', 'want', 'could', 'trade', 'back', 'half', 'could', 'buy', 'shit', 'credit', 'card']",15
ham,Well i will watch shrek in 3D!!B),33,"['well', 'watch', 'shrek', 'b']",4
ham,You stayin out of trouble stranger!!saw Dave the other day hes sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,161,"['stayin', 'trouble', 'stranger', 'saw', 'dave', 'day', 'sorted', 'still', 'bloke', 'u', 'gona', 'get', 'girl', 'mr', 'ur', 'mum', 'still', 'think', 'get']",19
ham,"life alle mone,eppolum oru pole allalo",38,"['life', 'alle', 'mone', 'eppolum', 'oru', 'pole', 'allalo']",7
ham,"Didn't try, g and I decided not to head out",43,"['try', 'g', 'decided', 'head']",4
ham,I have gone into get info bt dont know what to do,49,"['gone', 'get', 'info', 'bt', 'dont', 'know']",6
ham,Tired. I haven't slept well the past few nights.,48,"['tired', 'slept', 'well', 'past', 'night']",5
ham,She told to hr that he want posting in chennai:)because i'm working here:),74,"['told', 'hr', 'want', 'posting', 'chennai', 'working']",6
ham,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI",82,"['perhaps', 'much', 'easy', 'give', 'account', 'identification', 'tomorrow', 'uni']",8
ham,Yup but it's not giving me problems now so mayb i'll jus leave it...,68,"['yup', 'giving', 'problem', 'mayb', 'jus', 'leave']",6
ham,If i said anything wrong sorry de:-),36,"['said', 'anything', 'wrong', 'sorry', 'de']",5
ham,Armand says get your ass over to epsilon,40,"['armand', 'say', 'get', 'as', 'epsilon']",5
spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",156,"['u', 'r', 'subscribed', 'textcomp', 'wkly', 'comp', 'wk', 'free', 'question', 'follows', 'subsequent', 'wks', 'charged', 'unsubscribe', 'txt', 'stop', 'custcare']",17
ham,Auntie huai juan never pick up her phone,40,"['auntie', 'huai', 'juan', 'never', 'pick', 'phone']",6
ham,Many times we lose our best ones bcoz we are ,45,"['many', 'time', 'lose', 'best', 'one', 'bcoz']",6
ham,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",201,"['worry', 'though', 'understand', 'important', 'put', 'place', 'poorly', 'thought', 'punishment', 'face', 'worst', 'thing', 'ever', 'happened', 'brb', 'gon', 'na', 'go', 'kill']",19
ham,My uncles in Atlanta. Wish you guys a great semester.,53,"['uncle', 'atlanta', 'wish', 'guy', 'great', 'semester']",6
ham,", ow u dey.i paid 60,400thousad.i told  u would call . ",55,"['ow', 'u', 'paid', 'told', 'u', 'would', 'call']",7
ham,I love working from home :),27,"['love', 'working', 'home']",3
ham,I jokin oni lar.. Ü busy then i wun disturb ü.,46,"['jokin', 'oni', 'lar', 'ü', 'busy', 'wun', 'disturb', 'ü']",8
ham,"Haha get used to driving to usf man, I know a lot of stoners",60,"['haha', 'get', 'used', 'driving', 'usf', 'man', 'know', 'lot', 'stoner']",9
ham,Ü got wat to buy tell us then ü no need to come in again.,57,"['ü', 'got', 'wat', 'buy', 'tell', 'u', 'ü', 'need', 'come']",9
ham,Mode men or have you left.,26,"['mode', 'men', 'left']",3
ham,I'm freezing and craving ice. Fml,33,"['freezing', 'craving', 'ice', 'fml']",4
ham,Unlimited texts. Limited minutes.,33,"['unlimited', 'text', 'limited', 'minute']",4
ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.,86,"['know', 'account', 'detail', 'ask', 'mom', 'send', 'mom', 'reach']",8
ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,143,"['realise', 'busy', 'guy', 'trying', 'bother', 'get', 'exam', 'outta', 'way', 'try', 'car', 'day']",12
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),88,"['ya', 'knw', 'u', 'vl', 'giv', 'ok', 'thanks', 'kano', 'anyway', 'enjoy', 'wit', 'ur', 'family', 'wit', 'salary']",15
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",149,"['fighting', 'world', 'easy', 'u', 'either', 'win', 'lose', 'bt', 'fightng', 'close', 'u', 'dificult', 'u', 'lose', 'u', 'lose', 'u', 'win', 'u', 'still', 'lose']",21
ham,"Ya tel, wats ur problem..",25,"['ya', 'tel', 'wats', 'ur', 'problem']",5
ham,"And very importantly, all we discuss is between u and i only.",61,"['importantly', 'discus', 'u']",3
ham,Aight do you still want to get money,36,"['aight', 'still', 'want', 'get', 'money']",5
ham,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,146,"['hi', 'probably', 'much', 'fun', 'get', 'message', 'thought', 'id', 'txt', 'u', 'co', 'im', 'bored', 'james', 'farting', 'night']",16
ham,True. Its easier with her here.,31,"['true', 'easier']",2
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,155,"['married', 'local', 'woman', 'looking', 'discreet', 'action', 'real', 'match', 'instantly', 'phone', 'text', 'match', 'msg', 'cost', 'stop', 'txt', 'stop']",17
ham,No one interested. May be some business plan.,45,"['one', 'interested', 'may', 'business', 'plan']",5
ham,get ready to moan and scream :),31,"['get', 'ready', 'moan', 'scream']",4
ham,Our Prashanthettan's mother passed away last night. pray for her and family.,76,"['prashanthettan', 'mother', 'passed', 'away', 'last', 'night', 'pray', 'family']",8
ham,"(And my man carlos is definitely coming by mu tonight, no excuses)",66,"['man', 'carlos', 'definitely', 'coming', 'mu', 'tonight', 'excuse']",7
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,126,"['hi', 'spoke', 'maneesha', 'like', 'know', 'satisfied', 'experience', 'reply', 'toll', 'free', 'yes']",11
spam,"This is the 2nd time we have tried 2 contact u. U have won the £750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.",160,"['time', 'tried', 'contact', 'u', 'pound', 'prize', 'claim', 'easy', 'call', 'per', 'minute']",11
ham,Pls help me tell Ashley that i cant find her number oh,54,"['pls', 'help', 'tell', 'ashley', 'cant', 'find', 'number', 'oh']",8
ham,K:)k..its good:)when are you going?,35,"['k', 'k', 'good', 'going']",4
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",160,"['many', 'people', 'seems', 'special', 'first', 'sight', 'remain', 'special', 'till', 'last', 'sight', 'maintain', 'till', 'life', 'end', 'take', 'cr', 'da']",18
ham,"Its ok, if anybody asks abt me, u tel them..:-P",47,"['ok', 'anybody', 'asks', 'abt', 'u', 'tel']",6
ham,Then ü come n pick me at 530 ar?,32,"['ü', 'come', 'n', 'pick', 'ar']",5
ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,144,"['life', 'spend', 'someone', 'lifetime', 'may', 'meaningless', 'moment', 'spent', 'someone', 'really', 'love', 'mean', 'life']",13
ham,Will purchase d stuff today and mail to you. Do you have a po box number?,73,"['purchase', 'stuff', 'today', 'mail', 'po', 'box', 'number']",7
ham,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",133,"['enjoy', 'shower', 'possessiveness', 'poured', 'u', 'ur', 'loved', 'one', 'bcoz', 'world', 'lie', 'golden', 'gift', 'loved', 'truly']",15
ham,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...,97,"['oic', 'co', 'n', 'si', 'got', 'lunch', 'today', 'dad', 'went', 'dunno', 'whether', 'eat', 'sch', 'wat']",14
ham,Aiya we discuss later lar... Pick ü up at 4 is it?,50,"['aiya', 'discus', 'later', 'lar', 'pick', 'ü']",6
ham,Well if I'm that desperate I'll just call armand again,54,"['well', 'desperate', 'call', 'armand']",4
ham,We stopped to get ice cream and will go back after,50,"['stopped', 'get', 'ice', 'cream', 'go', 'back']",6
spam,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",154,"['urgent', 'mobile', 'awarded', 'bonus', 'caller', 'prize', 'attempt', 'contact', 'call']",9
ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",150,"['hi', 'love', 'go', 'day', 'fuck', 'morning', 'woke', 'dropped', 'cell', 'way', 'stair', 'seems', 'alright', 'phews', 'miss']",15
ham,Finished class where are you.,29,"['finished', 'class']",2
ham,I see a cup of coffee animation,31,"['see', 'cup', 'coffee', 'animation']",4
ham,"Alright, we're all set here, text the man",41,"['alright', 'set', 'text', 'man']",4
ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,183,"['student', 'solved', 'cat', 'question', 'lt', 'gt', 'lt', 'gt', 'lt', 'gt', 'tell', 'answer', 'u', 'r', 'brilliant', 'got', 'answr']",17
ham,Watching tv lor...,18,"['watching', 'tv', 'lor']",3
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,154,"['sad', 'story', 'man', 'last', 'week', 'wife', 'wish', 'parent', 'forgot', 'n', 'kid', 'went', 'work', 'even', 'colleague', 'wish']",16
ham,Dear i am not denying your words please,39,"['dear', 'denying', 'word', 'please']",4
ham,Stupid auto correct on my phone,31,"['stupid', 'auto', 'correct', 'phone']",4
ham,I will see in half an hour,26,"['see', 'half', 'hour']",3
ham,Yes its possible but dint try. Pls dont tell to any one k,57,"['yes', 'possible', 'dint', 'try', 'pls', 'dont', 'tell', 'one', 'k']",9
ham,Hey i'm bored... So i'm thinking of u... So wat r u doing?,58,"['hey', 'bored', 'thinking', 'u', 'wat', 'r', 'u']",7
ham,"Tee hee. Off to lecture, cheery bye bye.",40,"['tee', 'hee', 'lecture', 'cheery', 'bye', 'bye']",6
ham,"Sir, i am waiting for your call, once free please call me.",58,"['sir', 'waiting', 'call', 'free', 'please', 'call']",6
ham,How are you enjoying this semester? Take care brother.,54,"['enjoying', 'semester', 'take', 'care', 'brother']",5
spam,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!",158,"['week', 'savamob', 'member', 'offer', 'accessible', 'call', 'detail', 'savamob', 'pobox', 'savamob', 'offer', 'mobile']",12
ham,Yunny i'm walking in citylink now ü faster come down... Me very hungry...,73,"['yunny', 'walking', 'citylink', 'ü', 'faster', 'come', 'hungry']",7
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,81,"['let', 'know', 'contact', 'settled', 'room', 'let', 'know', 'ok']",8
ham,I called but no one pick up e phone. I ask both of them already they said ok.,77,"['called', 'one', 'pick', 'e', 'phone', 'ask', 'already', 'said', 'ok']",9
ham,Thank You meet you monday,25,"['thank', 'meet', 'monday']",3
ham,Happy valentines day I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...,145,"['happy', 'valentine', 'day', 'know', 'early', 'hundred', 'handsomes', 'beauty', 'wish', 'thought', 'finish', 'aunty', 'uncle']",13
ham,"Aight, I'll hit you up when I get some cash",43,"['aight', 'hit', 'get', 'cash']",4
ham,I'm wif him now buying tix lar...,33,"['wif', 'buying', 'tix', 'lar']",4
ham,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x",90,"['way', 'make', 'sure', 'u', 'get', 'train', 'worc', 'foregate', 'street', 'shrub', 'hill', 'fun', 'night', 'x']",14
ham,How come u got nothing to do?,29,"['come', 'u', 'got', 'nothing']",4
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,93,"['raji', 'pls', 'favour', 'pls', 'convey', 'birthday', 'wish', 'nimya', 'pls', 'today', 'birthday']",11
ham,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,131,"['wat', 'make', 'u', 'thk', 'fall', 'actually', 'thk', 'quite', 'prone', 'fall', 'lucky', 'dad', 'home', 'ask', 'come', 'n', 'fetch', 'already']",18
spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",151,"['bear', 'pic', 'nick', 'tom', 'pete', 'dick', 'fact', 'type', 'try', 'gay', 'chat', 'photo', 'upload', 'call', 'stop', 'text', 'call']",17
ham,Talk to g and x about that,26,"['talk', 'g', 'x']",3
ham,"I wake up long ago already... Dunno, what other thing?",54,"['wake', 'long', 'ago', 'already', 'dunno', 'thing']",6
ham,"K, can I pick up another 8th when you're done?",46,"['k', 'pick', 'another', 'done']",4
ham,....photoshop makes my computer shut down.,42,"['photoshop', 'make', 'computer', 'shut']",4
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,97,"['hi', 'u', 'decide', 'wot', 'get', 'bday', 'ill', 'prob', 'jus', 'get', 'voucher', 'frm', 'virgin', 'sumfing']",14
