label,message,processed_message,token_count
0,Thanks for ve lovely wisheds. You rock,"['thanks', 'lovely', 'wisheds', 'rock']",4
0,Ok,['ok'],1
1,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,"['want', 'get', 'laid', 'tonight', 'want', 'real', 'dogging', 'location', 'sent', 'direct', 'ur', 'mob', 'join', 'uk', 'largest', 'dogging', 'network', 'bt', 'txting', 'gravel', 'nt']",21
0,Networking job is there.,"['networking', 'job']",2
0,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later","['yeah', 'barely', 'enough', 'room', 'two', 'u', 'x', 'many', 'fucking', 'shoe', 'sorry', 'man', 'see', 'later']",14
0,Good morning princess! How are you?,"['good', 'morning', 'princess']",3
0,If you're thinking of lifting me one then no.,"['thinking', 'lifting', 'one']",3
0,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,"['oh', 'yes', 'speak', 'txt', 'u', 'hmm', 'u', 'get', 'email']",9
0,K.k..how is your sister kids?,"['sister', 'kid']",2
0,"Yes, princess. Toledo.","['yes', 'princess', 'toledo']",3
0,Hey are we going for the lo lesson or gym? ,"['hey', 'going', 'lo', 'lesson', 'gym']",5
0,Re your call; You didn't see my facebook huh?,"['call', 'see', 'facebook', 'huh']",4
0,Tell rob to mack his gf in the theater,"['tell', 'rob', 'mack', 'gf', 'theater']",5
0,Dear how you. Are you ok?,"['dear', 'ok']",2
0,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,"['would', 'great', 'guild', 'could', 'meet', 'bristol', 'road', 'somewhere', 'get', 'touch', 'weekend', 'plan', 'take', 'flight', 'good', 'week']",16
0,I can't describe how lucky you are that I'm actually awake by noon,"['ca', 'describe', 'lucky', 'actually', 'awake', 'noon']",6
0,I cant pick the phone right now. Pls send a message,"['cant', 'pick', 'phone', 'right', 'pls', 'send', 'message']",7
0,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.","['jus', 'hope', 'true', 'missin', 'co', 'really', 'missin', 'done', 'anything', 'feel', 'guilty', 'yet']",12
0,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,"['yes', 'started', 'send', 'request', 'make', 'pain', 'came', 'back', 'back', 'bed', 'double', 'coin', 'factory', 'got', 'ta', 'cash', 'nitros']",17
1,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,"['important', 'customer', 'service', 'announcement', 'call', 'freephone']",6
0,"As in missionary hook up, doggy hook up, standing...|","['missionary', 'hook', 'doggy', 'hook', 'standing']",5
0,"K, wait chikku..il send aftr  &lt;#&gt; mins","['k', 'wait', 'chikku', 'il', 'send', 'aftr', 'lt', 'gt', 'min']",9
0,Ya very nice. . .be ready on thursday,"['ya', 'nice', 'ready', 'thursday']",4
0,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.","['ah', 'well', 'confuses', 'thing', 'doesnt', 'thought', 'friend', 'maybe', 'wrong', 'thing', 'already', 'sort', 'invited', 'may', 'come', 'co', 'money']",17
0,You also didnt get na hi hi hi hi hi,"['also', 'didnt', 'get', 'na', 'hi', 'hi', 'hi', 'hi', 'hi']",9
0,"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt...","['ur', 'luck', 'love', 'someone', 'ur', 'fortune', 'love', 'one', 'love', 'u', 'miracle', 'love', 'person', 'ca', 'love', 'anyone', 'except', 'u', 'gud', 'nyt']",20
0,I wont touch you with out your permission.,"['wont', 'touch', 'permission']",3
0,Hope you are not scared!,"['hope', 'scared']",2
1,CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,"['cd', 'congratulation', 'ur', 'awarded', 'cd', 'gift', 'voucher', 'gift', 'guaranteed', 'freeentry', 'wkly', 'draw', 'xt', 'music', 'tncs']",15
0,Yup no more already... Thanx 4 printing n handing it up.,"['yup', 'already', 'thanx', 'printing', 'n', 'handing']",6
0,Apart from the one i told you about yesterday?,"['apart', 'one', 'told', 'yesterday']",4
0,Cool. So how come you havent been wined and dined before?,"['cool', 'come', 'havent', 'wined', 'dined']",5
0,And is there a way you can send shade's stuff to her. And she has been wonderful too.,"['way', 'send', 'shade', 'stuff', 'wonderful']",5
0,No that just means you have a fat head,"['mean', 'fat', 'head']",3
0,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar","['mobile', 'sm', 'ur', 'mail', 'regard', 'achan']",6
0,my ex-wife was not able to have kids. Do you want kids one day?,"['able', 'kid', 'want', 'kid', 'one', 'day']",6
1,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.","['dear', 'matthew', 'please', 'call', 'landline', 'complimentary', 'lux', 'tenerife', 'holiday', 'cash', 'await', 'collection', 'sae', 'c']",14
0,Stop knowing me so well!,"['stop', 'knowing', 'well']",3
1,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,"['free', 'entry', 'weekly', 'comp', 'chance', 'win', 'ipod', 'txt', 'pod', 'get', 'entry', 'std', 'txt', 'rate', 'c', 'apply', 'detail']",17
0,Huh? 6 also cannot? Then only how many mistakes?,"['huh', 'also', 'many', 'mistake']",4
0,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,"['dare', 'stupid', 'wont', 'tell', 'anything', 'hear', 'wont', 'talk']",8
0,"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx","['made', 'eta', 'taunton', 'planned', 'hope', 'still', 'okday', 'good', 'see']",9
0,I wait 4 ü inside da car park...,"['wait', 'ü', 'inside', 'da', 'car', 'park']",6
0,Dhoni have luck to win some big title.so we will win:),"['dhoni', 'luck', 'win', 'big', 'win']",5
0,How's ur paper?,"['ur', 'paper']",2
0,Cause I'm not freaky lol,"['cause', 'freaky', 'lol']",3
0,Got smaller capacity one? Quite ex...,"['got', 'smaller', 'capacity', 'one', 'quite', 'ex']",6
0,Did u download the fring app?,"['u', 'download', 'fring', 'app']",4
1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,"['sunshine', 'quiz', 'wkly', 'q', 'win', 'top', 'sony', 'dvd', 'player', 'u', 'know', 'country', 'liverpool', 'played', 'mid', 'week', 'txt', 'ansr', 'sp', 'tyrone']",20
0,"Nothing, i got msg frm tht unknown no..","['nothing', 'got', 'msg', 'frm', 'tht', 'unknown']",6
0,Eh den sat u book e kb liao huh...,"['eh', 'den', 'sat', 'u', 'book', 'e', 'kb', 'liao', 'huh']",9
0,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,"['yeah', 'like', 'go', 'like', 'friend', 'imma', 'flip', 'shit', 'like', 'half', 'hour']",11
0,Wake me up at  &lt;#&gt;  am morning:),"['wake', 'lt', 'gt', 'morning']",4
0,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,"['wylie', 'update', 'weed', 'dealer', 'carlos', 'went', 'freedom', 'class', 'lunsford']",9
0,"2 celebrate my bday, y else?","['celebrate', 'else']",2
0,Oh sorry please its over,"['oh', 'sorry', 'please']",3
0,Also remember to get dobby's bowl from your car,"['also', 'remember', 'get', 'dobby', 'bowl', 'car']",6
0,Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am,"['yup', 'ok', 'go', 'home', 'look', 'timing', 'msg', 'ü', 'xuhui', 'going', 'learn', 'may', 'lesson']",13
0,I cant pick the phone right now. Pls send a message,"['cant', 'pick', 'phone', 'right', 'pls', 'send', 'message']",7
0,Sorry da. I gone mad so many pending works what to do.,"['sorry', 'da', 'gone', 'mad', 'many', 'pending', 'work']",7
0,Buy one egg for me da..please:),"['buy', 'one', 'egg', 'da', 'please']",5
0,Where r we meeting?,"['r', 'meeting']",2
1,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,"['lord', 'ring', 'return', 'king', 'store', 'reply', 'lotr', 'june', 'chance', 'win', 'lotr', 'soundtrack', 'cd', 'stdtxtrate', 'reply', 'stop', 'end', 'txts']",18
0,We live in the next  &lt;#&gt; mins,"['live', 'next', 'lt', 'gt', 'min']",5
0,Dear reached railway. What happen to you,"['dear', 'reached', 'railway', 'happen']",4
1,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,"['urgent', 'mobile', 'number', 'awarded', 'prize', 'guaranteed', 'call', 'land', 'line', 'claim', 'valid']",11
0,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,"['purity', 'friendship', 'two', 'smiling', 'reading', 'forwarded', 'message', 'smiling', 'seeing', 'name', 'gud', 'evng', 'musthu']",13
1,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week","['think', 'ur', 'smart', 'win', 'week', 'weekly', 'quiz', 'text', 'play', 'c', 'winnersclub', 'po', 'box']",13
1,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,"['bank', 'granite', 'issue', 'explosive', 'pick', 'member', 'nasdaq', 'symbol', 'cdgt', 'per']",10
0,Ok.ok ok..then..whats ur todays plan,"['ok', 'whats', 'ur', 'today', 'plan']",5
0,I need... Coz i never go before ,"['need', 'coz', 'never', 'go']",4
0,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,"['brother', 'transfered', 'lt', 'gt', 'lt', 'gt', 'pa']",7
0,Ok i msg u b4 i leave my house.,"['ok', 'msg', 'u', 'leave', 'house']",5
0,I am on the way to ur home,"['way', 'ur', 'home']",3
0,Merry christmas to u too annie!,"['merry', 'christmas', 'u', 'annie']",4
0,Tell me pa. How is pain de.,"['tell', 'pain', 'de']",3
0,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx","['oh', 'yeah', 'hav', 'great', 'time', 'postcard', 'look', 'girl', 'im', 'gone', 'u', 'know', 'talkin', 'bout', 'xx']",15
0,"I'm back, lemme know when you're ready","['back', 'lem', 'know', 'ready']",4
0,"As usual..iam fine, happy &amp; doing well..:)","['usual', 'iam', 'fine', 'happy', 'amp', 'well']",6
1,tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,"['tell', 'u', 'call', 'claim', 'prize', 'u', 'enter', 'ur', 'mobile', 'personal', 'detail', 'prompt', 'careful']",13
1,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,"['b', 'floppy', 'b', 'snappy', 'happy', 'gay', 'chat', 'service', 'photo', 'upload', 'call', 'stop', 'text', 'call']",14
1,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each","['free', 'tarot', 'text', 'find', 'love', 'life', 'try', 'free', 'text', 'chance', 'free', 'msg']",12
0,Ranjith cal drpd Deeraj and deepak 5min hold,"['ranjith', 'cal', 'drpd', 'deeraj', 'deepak', 'hold']",6
0,Its like that hotel dusk game i think. You solve puzzles in a area thing,"['like', 'hotel', 'dusk', 'game', 'think', 'solve', 'puzzle', 'area', 'thing']",9
0,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm","['got', 'arrested', 'possession', 'shit', 'lt', 'time', 'gt', 'pm']",8
0,26th OF JULY,['july'],1
0,"Just dropped em off, omw back now","['dropped', 'em', 'omw', 'back']",4
0,"Hey , is * rite u put »10 evey mnth is that all?","['hey', 'rite', 'u', 'put', 'evey', 'mnth']",6
0,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?","['ugh', 'ca', 'u', 'apologize', 'admit', 'u', 'wrong', 'ask', 'take', 'u', 'back']",11
1,88066 FROM 88066 LOST 3POUND HELP,"['lost', 'help']",2
0,What class of  &lt;#&gt;  reunion?,"['class', 'lt', 'gt', 'reunion']",4
0,Got it. Seventeen pounds for seven hundred ml – hope ok.,"['got', 'seventeen', 'pound', 'seven', 'hundred', 'ml', 'hope', 'ok']",8
0,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,"['eek', 'lot', 'time', 'especially', 'since', 'american', 'pie', 'like', 'minute', 'long', 'ca', 'stop', 'singing']",13
0,U come n search tat vid..not finishd..,"['u', 'come', 'n', 'search', 'tat', 'vid', 'finishd']",7
0,1 in cbe. 2 in chennai.,"['cbe', 'chennai']",2
0,Nan sonathaya soladha. Why boss?,"['nan', 'sonathaya', 'soladha', 'bos']",4
0,Siva is in hostel aha:-.,"['siva', 'hostel', 'aha']",3
0,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo","['sure', 'get', 'acknowledgement', 'astoundingly', 'tactless', 'generally', 'faggy', 'demand', 'blood', 'oath', 'fo']",11
0,"sure, but make sure he knows we ain't smokin yet","['sure', 'make', 'sure', 'know', 'ai', 'smokin', 'yet']",7
0,Was actually about to send you a reminder today. Have a wonderful weekend,"['actually', 'send', 'reminder', 'today', 'wonderful', 'weekend']",6
0,Yep. I do like the pink furniture tho.,"['yep', 'like', 'pink', 'furniture', 'tho']",5
0,I've reached already.,"['reached', 'already']",2
0,K..i deleted my contact that why?,"['k', 'deleted', 'contact']",3
0,Free any day but i finish at 6 on mon n thurs...,"['free', 'day', 'finish', 'mon', 'n', 'thurs']",6
0,Hui xin is in da lib.,"['hui', 'xin', 'da', 'lib']",4
0,I'm awake oh. What's up.,"['awake', 'oh']",2
1,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg £1.50","['oh', 'god', 'found', 'number', 'glad', 'text', 'back', 'xafter', 'msg', 'cst', 'std', 'ntwk', 'chg']",13
0,"Lol you forgot it eh ? Yes, I'll bring it in babe","['lol', 'forgot', 'eh', 'yes', 'bring', 'babe']",6
0,Po de :-):):-):-):-). No need job aha.,"['po', 'de', 'need', 'job', 'aha']",5
0,"Gumby's has a special where a  &lt;#&gt; "" cheese pizza is $2 so I know what we're doin tonight","['gumby', 'special', 'lt', 'gt', 'cheese', 'pizza', 'know', 'doin', 'tonight']",9
0,"Sorry my roommates took forever, it ok if I come by now?","['sorry', 'roommate', 'took', 'forever', 'ok', 'come']",6
0,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.","['thanks', 'reply', 'today', 'ur', 'visa', 'coming', 'r', 'u', 'still', 'buying', 'gucci', 'bag', 'sister', 'thing', 'easy', 'uncle', 'john', 'also', 'bill', 'really', 'need', 'think', 'make', 'money', 'later', 'sha']",26
0,Ya it came a while ago,"['ya', 'came', 'ago']",3
0,"Machan you go to gym tomorrow,  i wil come late goodnight.","['machan', 'go', 'gym', 'tomorrow', 'wil', 'come', 'late', 'goodnight']",8
0,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,"['walked', 'mom', 'right', 'stagwood', 'pas', 'right', 'winterstone', 'left', 'victor', 'hill', 'address', 'lt', 'gt']",13
0,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,"['new', 'year', 'eve', 'ok', 'went', 'party', 'boyfriend', 'si', 'hey']",9
0,At WHAT TIME should i come tomorrow,"['time', 'come', 'tomorrow']",3
0,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,"['well', 'slightly', 'disastrous', 'class', 'pm', 'fav', 'darling', 'hope', 'day', 'coffee', 'wld', 'good', 'ca', 'stay', 'late', 'tomorrow', 'time', 'place', 'always']",19
0,Doing my masters. When will you buy a bb cos i have for sale and how's bf,"['master', 'buy', 'bb', 'co', 'sale', 'bf']",6
0,Also hi wesley how've you been,"['also', 'hi', 'wesley']",3
1,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,"['valentine', 'day', 'special', 'win', 'quiz', 'take', 'partner', 'trip', 'lifetime', 'send', 'go', 'rcvd']",12
0,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...","['k', 'yan', 'jiu', 'liao', 'sat', 'go', 'bugis', 'vill', 'one', 'frm', 'den', 'hop', 'parco', 'nb', 'sun', 'go', 'cine', 'frm', 'den', 'hop', 'orc', 'mrt', 'hip', 'hop']",24
0,Thanx but my birthday is over already.,"['thanx', 'birthday', 'already']",3
0,Lolnice. I went from a fish to ..water.?,"['lolnice', 'went', 'fish', 'water']",4
0,Left dessert. U wan me 2 go suntec look 4 u?,"['left', 'dessert', 'u', 'wan', 'go', 'suntec', 'look', 'u']",8
0,I am not at all happy with what you saying or doing,"['happy', 'saying']",2
0,"Ok da, i already planned. I wil pick you.","['ok', 'da', 'already', 'planned', 'wil', 'pick']",6
1,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,"['loan', 'purpose', 'even', 'bad', 'credit', 'tenant', 'welcome', 'call']",8
1,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,"['ur', 'ringtone', 'service', 'changed', 'free', 'credit', 'go', 'choose', 'content', 'stop', 'txt', 'club', 'stop', 'po']",14
0,Ok. How many should i buy.,"['many', 'buy']",2
0,By monday next week. Give me the full gist,"['monday', 'next', 'week', 'give', 'full', 'gist']",6
1,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123","['welcome', 'msg', 'free', 'giving', 'free', 'calling', 'future', 'mg', 'billed', 'daily', 'cancel', 'send', 'go', 'stop']",14
0,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*","['buzz', 'hey', 'love', 'think', 'hope', 'day', 'go', 'well', 'sleep', 'miss', 'babe', 'long', 'moment', 'together', 'loving', 'smile']",16
0,So lets make it saturday or monday as per convenience.,"['let', 'make', 'saturday', 'monday', 'per', 'convenience']",6
0,Dear :-/ why you mood off. I cant drive so i brother to drive,"['dear', 'mood', 'cant', 'drive', 'brother', 'drive']",6
0,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today.","['gon', 'na', 'home', 'soon', 'want', 'talk', 'stuff', 'anymore', 'tonight', 'k', 'cried', 'enough', 'today']",13
0,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,"['let', 'snow', 'let', 'snow', 'kind', 'weather', 'brings', 'ppl', 'together', 'friendship', 'grow']",11
0,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)","['add', 'really', 'care', 'ca', 'least', 'get', 'dude', 'fuck', 'hey', 'money', 'want']",11
0,If you ask her or she say any please message.,"['ask', 'say', 'please', 'message']",4
0,Apo all other are mokka players only,"['apo', 'mokka', 'player']",3
0,Nokia phone is lovly..,"['nokia', 'phone', 'lovly']",3
0,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,"['hi', 'im', 'relaxing', 'time', 'ever', 'get', 'every', 'day', 'party', 'good', 'night', 'get', 'home', 'tomorrow']",14
0,"Aight, sounds good. When do you want me to come down?","['aight', 'sound', 'good', 'want', 'come']",5
0,K...k...when will you give treat?,"['k', 'k', 'give', 'treat']",4
0,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!","['gettin', 'bit', 'arty', 'collage', 'mo', 'well', 'tryin', 'ne', 'way', 'got', 'roast', 'min', 'lovely', 'shall', 'enjoy']",15
0,Am surfing online store. For offers do you want to buy any thing.,"['surfing', 'online', 'store', 'offer', 'want', 'buy', 'thing']",7
0,Why you keeping me away like this,"['keeping', 'away', 'like']",3
0,yay! finally lol. i missed our cinema trip last week :-(,"['yay', 'finally', 'lol', 'missed', 'cinema', 'trip', 'last', 'week']",8
1,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,"['stop', 'bootydelious', 'inviting', 'friend', 'reply', 'see', 'stop', 'send', 'stop', 'frnd']",10
0,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,"['haha', 'yup', 'hopefully', 'lose', 'kg', 'mon', 'hip', 'hop', 'go', 'orchard', 'weigh']",11
0,Prabha..i'm soryda..realy..frm heart i'm sory,"['prabha', 'soryda', 'realy', 'frm', 'heart', 'sory']",6
0,S....s...india going to draw the series after many years in south african soil..,"['india', 'going', 'draw', 'series', 'many', 'year', 'south', 'african', 'soil']",9
1,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,"['urgent', 'trying', 'contact', 'u', 'today', 'draw', 'show', 'prize', 'guaranteed', 'call', 'land', 'line', 'claim', 'po']",14
0,You were supposed to wake ME up &gt;:(,"['supposed', 'wake', 'gt']",3
0,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.","['common', 'hearin', 'r', 'u', 'wat', 'r', 'u', 'ur', 'day', 'let', 'ask', 'u', 'something', 'different', 'u', 'smile', 'today', 'gud', 'evng']",19
0,Ok but tell me half an hr b4 u come i need 2 prepare.,"['ok', 'tell', 'half', 'hr', 'u', 'come', 'need', 'prepare']",8
0,Am not interested to do like that.,"['interested', 'like']",2
0,I will vote for wherever my heart guides me,"['vote', 'wherever', 'heart', 'guide']",4
0,:( but your not here....,[],0
1,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,"['free', 'week', 'nokia', 'tone', 'ur', 'mob', 'every', 'week', 'txt', 'nokia', 'get', 'txting', 'tell', 'ur', 'mate', 'pobox']",16
0,COME BACK TO TAMPA FFFFUUUUUUU,"['come', 'back', 'tampa', 'ffffuuuuuuu']",4
0,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,"['well', 'pattern', 'emerging', 'friend', 'telling', 'drive', 'come', 'smoke', 'telling', 'weed', 'smoke', 'thing', 'see', 'hesitant']",14
0,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,"['tessy', 'pls', 'favor', 'pls', 'convey', 'birthday', 'wish', 'nimya', 'pls', 'dnt', 'forget', 'today', 'birthday', 'shijas']",14
0,Cos daddy arranging time c wat time fetch ü mah...,"['co', 'daddy', 'arranging', 'time', 'c', 'wat', 'time', 'fetch', 'ü', 'mah']",10
1,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,"['eastenders', 'tv', 'quiz', 'flower', 'dot', 'compare', 'violet', 'tulip', 'lily', 'txt', 'e', 'f', 'chance', 'win', 'cash']",15
0,Mum ask ü to buy food home...,"['mum', 'ask', 'ü', 'buy', 'food', 'home']",6
0,Er yep sure. Props?,"['er', 'yep', 'sure', 'prop']",4
0,"Cool, text me when you're parked","['cool', 'text', 'parked']",3
0,Cant think of anyone with * spare room off * top of my head,"['cant', 'think', 'anyone', 'spare', 'room', 'top', 'head']",7
0,I didnt get anything da,"['didnt', 'get', 'anything', 'da']",4
0,Stupid.its not possible,['possible'],1
0,4 oclock at mine. Just to bash out a flat plan.,"['oclock', 'mine', 'bash', 'flat', 'plan']",5
0,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8","['every', 'king', 'cry', 'baby', 'every', 'great', 'building', 'map', 'imprtant', 'u', 'r', 'today', 'u', 'wil', 'reach', 'tomorw', 'gud']",17
1,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.","['congratulation', 'thanks', 'good', 'friend', 'u', 'xmas', 'prize', 'claim', 'easy', 'call', 'per', 'minute']",12
1,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,"['per', 'min', 'call', 'germany', 'bt', 'line', 'per', 'min', 'check', 'info', 'c', 'text', 'stop', 'opt']",14
0,"Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphexs ;abel,u hav2hear it!c u sn xxxx","['plaid', 'gd', 'new', 'abel', 'u', 'c', 'u', 'sn', 'xxxx']",9
0,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,"['ok', 'ill', 'send', 'lt', 'decimal', 'gt', 'ok']",7
0,Is she replying. Has boye changed his phone number,"['replying', 'boye', 'changed', 'phone', 'number']",5
0,What time. I‘m out until prob 3 or so,"['time', 'prob']",2
0,Who u talking about?,"['u', 'talking']",2
0,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.","['wow', 'right', 'mean', 'guess', 'gave', 'boston', 'men', 'changed', 'search', 'location', 'nyc', 'something', 'changed', 'cuz', 'signin', 'page', 'still', 'say', 'boston']",19
0,Mm have some kanji dont eat anything heavy ok,"['mm', 'kanji', 'dont', 'eat', 'anything', 'heavy', 'ok']",7
0,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,"['bishan', 'lar', 'nearer', 'need', 'buy', 'early', 'co', 'buy', 'got', 'ta', 'park', 'car']",12
0,Shall i start from hear.,"['shall', 'start', 'hear']",3
1,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,"['please', 'call', 'customer', 'service', 'representative', 'guaranteed', 'cash', 'prize']",8
0,Aiyah ok wat as long as got improve can already wat...,"['aiyah', 'ok', 'wat', 'long', 'got', 'improve', 'already', 'wat']",8
0,"Call me da, i am waiting for your call.","['call', 'da', 'waiting', 'call']",4
0,Oh k:)after that placement there ah?,"['oh', 'k', 'placement', 'ah']",4
0,Just glad to be talking to you.,"['glad', 'talking']",2
0,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,"['ummmmmaah', 'many', 'many', 'happy', 'return', 'day', 'dear', 'sweet', 'heart', 'happy', 'birthday', 'dear']",12
0,Watching tv now. I got new job :),"['watching', 'tv', 'got', 'new', 'job']",5
0,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome","['like', 'made', 'throw', 'smoking', 'friend', 'car', 'one', 'time', 'awesome']",9
